"country","sftgcode","iso3code","year","start","ongoing","ageln","postcw","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","reg.amr","wdi.popsizeln","wdi.tradeln","xxxcimrln","polcat1","polcat2","polcat3","polcat7","pitfcat1","pitfcat2","pitfcat3","pitfcat4","pitfcat5","pitfcat6","durableln","autocracy","efcat1","efcat2","efcat3","efcat9","ever","ongoing.1","cou.tries5d","regacln","civconln","io.iccpr1","mix.gdppcgrowsr","dispota4ln","elceliti","elcelethc","elceleth1","elceleth2","sftpuhvl2.10ln","coup.p","cwar.p","pitf.p","threat.p","harff.p","rf.p","mean.p","date"
"Guyana","GUY","GUY",2014,0,0,3.89182029811063,1,0,0,0,0,0,1,13.5865614368951,5.31728331859584,0.51570780390582,0,0,1,0,0,0,1,0,0,0,3.04452243772342,0,0,1,0,0,0,0,0,1.6094379124341,0,1,2.19464323230136,0,0,1,1,0,0,0.0179270530662984,0.00293253296652846,0.0500266293532177,0.00119242809726768,0.007552865347424,0.002,0.0035817644815639,2018-07-06
"Haiti","HAI","HTI",2014,0,0,5.35185813347607,1,0,0,0,0,0,1,16.1353238889247,4.11463084454406,0.903312763572747,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.07944154167984,0,0,1.6799508695983,0,0,0,0,0,0,0.0579882249925575,0.0266049001588696,0.0293407914391626,0.0161847892425097,0.0111079476895236,0.001,0.00943091231067777,2018-07-06
"Honduras","HON","HND",2014,0,0,5.17614973257383,1,0,0,0,0,0,1,15.8869005225166,4.79233863848634,-0.0681528883001987,0,0,1,0,0,0,0,1,0,0,3.43398720448515,0,1,0,0,0,0,0,1,2.07944154167984,0,1,1.96548699152697,1.09861228866811,0,0,0,0,0,0.0266197931319373,0.00524923798179643,0.0158632421766453,0.00251109588724758,0.00258190980904846,0,0.00169766856543202,2018-07-06
"Hungary","HUN","HUN",2014,0,0,5.11198778835654,1,0,0,1,0,0,0,16.1124552738965,5.19573759033285,-1.40003539823022,0,0,1,0,0,0,0,0,1,0,3.13549421592915,0,1,0,0,0,1,0,0,1.94591014905531,0,1,-1.30384048104054,0,0,0,0,0,0,0.00438268644015287,0.00254191946245098,0.00314713621371669,0.000437052291714741,0.00110489191448708,0.002,0.00118064806873394,2018-07-06
"India","IND","IND",2014,0,0,4.21950770517611,1,0,0,0,0,1,0,20.9357016501029,4.01394469377493,0.7738050835774,0,0,1,0,0,0,0,1,0,0,4.14313472639153,0,0,0,1,0,1,0,0,2.63905732961526,2.07944154167984,0,1.7991507086838,0,0,0,0,0,3.66356164612965,0.0213287184269205,0.0601467583432082,0.0390951521435659,0.0173739167900338,0.00902321775744608,0.031,0.0191323781824933,2018-07-06
"Indonesia","INS","IDN",2014,0,1,4.18965474202643,1,0,1,0,0,0,0,19.32434890937,3.91347613042599,0.239109531613174,0,0,1,0,0,0,0,1,0,0,2.63905732961526,0,0,0,1,0,1,1,0,2.19722457733622,0,0,2.49529246582772,0.336472236621213,0,0,0,0,1.94591014905531,0.0173253990085748,0.0198264881935754,0.041154560317046,0.00596647774958179,0.012550762620621,0.005,0.00783908012340092,2018-07-06
"Iran","IRN","IRN",2014,0,1,6.24222326545517,1,0,0,0,1,0,0,18.1518131375236,3.98373285143102,0.65989450538733,1,0,0,0,1,0,0,0,0,0,2.19722457733622,1,0,0,1,0,1,1,0,3.3322045101752,0,0,1.34164078649987,2.60638654732571,1,0,0,0,1.38629436111989,0.0204120473413451,0.0540595954762979,0.0529654676632542,0.015456886548173,0.0112639564496177,0.003,0.00990694766593026,2018-07-06
"Iraq","IRQ","IRQ",2014,0,0,4.4188406077966,1,0,0,0,1,0,0,17.2991541872514,4.13012293118441,0.638753108463091,0,1,0,0,0,0,1,0,0,0,1.09861228866811,0,0,1,0,0,1,0,0,2.83321334405622,1.09861228866811,0,2.90318099818097,0,0,1,1,0,3.63758615972639,0.042673411112045,0.0460415485393555,0.143158853748314,0.0212523138312929,0.038553244231914,0.023,0.0276018526877356,2018-07-06
"Ireland","IRE","IRL",2014,0,0,4.53259949315326,1,0,0,1,0,0,0,15.3391286741035,5.25420187060732,-1.71872770426331,0,0,1,0,0,0,0,0,1,0,4.52178857704904,0,1,0,0,0,0,0,0,1.94591014905531,0,1,0.968447323967231,0,0,0,0,0,0,0.00222655104559326,0.00164683543925308,0.00245982465803754,0.000197274592176754,0.000515323402960323,0,0.000237532665045692,2018-07-06
"Israel","ISR","ISR",2014,0,0,4.20469261939097,1,0,0,0,1,0,0,15.8833728177703,4.27879493566515,-1.65271389468742,0,0,1,0,0,0,0,0,1,0,4.17438726989564,0,0,1,0,0,0,0,0,2.83321334405622,1.09861228866811,0,1.83078675905597,3.43398720448515,1,1,1,0,3.61091791264422,0.00282518240354004,0.00302110480120676,0.0078185118398347,0.000384917074010141,0.00207126107122954,0.001,0.00115205938174656,2018-07-06
"Italy","ITA","ITA",2014,0,0,5.03695260241363,1,0,0,1,0,0,0,17.9250388943701,4.08265737711994,-1.84441592176734,0,0,1,0,0,0,0,0,1,0,4.17438726989564,0,1,0,0,0,0,0,0,1.94591014905531,0,1,-1.59154452760731,0,0,0,0,0,0,0.00246824178163846,0.00357813243162038,0.00223193406984179,0.000408835893081903,0.00113316444740404,0,0.000514000113495315,2018-07-06
"Ivory Coast","IVO","CIV",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.8031980589352,4.44635032565813,1.08994740576261,0,1,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,2.39789527279837,0,1,3.08169938776438,0,0,0,0,0,3.43398720448515,0.0519290210340792,0.0401090506570503,0.109747918397893,0.0213526492755971,0.00792733132073813,0.011,0.0134266601987784,2018-07-06
"Jamaica","JAM","JAM",2014,0,0,3.97029191355212,1,0,0,0,0,0,1,14.813233800519,4.42376667851812,-0.396097357317851,0,0,1,0,0,0,0,1,0,0,3.98898404656427,0,1,0,0,0,0,0,0,2.07944154167984,0,1,-0.672002918047334,0,0,0,0,0,0,0.00745163875941338,0.00306919633995581,0.0094759500468016,0.000715885378326083,0.0023748434889214,0.001,0.00136357628908249,2018-07-06
"Japan","JPN","JPN",2014,0,0,7.2115567333138,1,0,1,0,0,0,0,18.6641090729762,3.44395366416699,-2.26336437984076,0,0,1,0,0,0,0,0,1,0,4.11087386417331,0,1,0,0,0,0,0,0,2.19722457733622,0,0,1.39463256809813,0,0,0,0,0,0,0.00185055675825405,0.00391650036085167,0.00182075163307565,0.000368841843568147,0.00157044561238578,0,0.000646429151984641,2018-07-06
"Jordan","JOR","JOR",2014,0,0,4.23410650459726,1,0,0,0,1,0,0,15.6589132603442,4.77183171793257,-0.294450020766829,0,1,0,0,0,1,0,0,0,0,3.17805383034795,1,0,1,0,0,1,0,0,2.94443897916644,0,0,1.62837168471306,0,0,1,0,1,0,0.0122708515055851,0.0155129118639599,0.032483089531632,0.00390464324495752,0.0145563230019854,0.004,0.00748698874898096,2018-07-06
"Kazakhstan","KZK","KAZ",2014,0,0,3.17805383034795,1,0,0,0,0,1,0,16.6367381829341,4.35589197927284,0.0817426198499321,1,0,0,0,1,0,0,0,0,0,3.09104245335832,1,0,0,1,0,0,0,0,3.04452243772342,0,1,2.23606797757525,0,0,1,1,0,0,0.008714682809309,0.0221763380950629,0.0109632003775442,0.00427793598765943,0.00544739896842357,0,0.00324177831869433,2018-07-06
"Kenya","KEN","KEN",2014,0,0,3.95124371858143,1,1,0,0,0,0,0,17.5808449297851,4.27379436277612,0.718929586426923,0,0,1,0,0,0,0,1,0,0,2.39789527279837,0,0,0,1,0,0,0,0,2.94443897916644,0,0,2.14430551285909,0,0,0,0,0,0,0.0233850621061956,0.0189736874664427,0.032827812940144,0.00692647743247761,0.00618092240043534,0,0.00436913327763765,2018-07-06
"Kuwait","KUW","KWT",2014,0,0,3.98898404656427,1,0,0,0,1,0,0,14.994318158046,4.56153119053487,-0.993298833417607,1,0,0,0,1,0,0,0,0,0,3.89182029811063,1,0,0,1,0,0,0,0,2.94443897916644,0,0,2.51067912781303,0,0,0,0,0,0,0.00390232439765657,0.00689248558760959,0.00830641268494445,0.000954239850285659,0.00198064674429096,0.001,0.00131162886485887,2018-07-06
"Kyrgyzstan","KYR","KGZ",2014,0,0,3.17805383034795,1,0,0,0,0,1,0,15.5350756076438,5.00500301403012,0.370508232877864,0,0,1,0,0,0,1,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,3.04452243772342,0,1,-0.948517073294209,0,0,1,1,0,0,0.0242003573093547,0.00831698768299559,0.0720487325706994,0.00350466509207475,0.0121225865535866,0,0.00520908388188713,2018-07-06
"Laos","LAO","LAO",2014,0,1,4.18965474202643,1,0,1,0,0,0,0,15.7094996968627,4.43891563968157,1.00011271431456,1,0,0,0,1,0,0,0,0,0,3.63758615972639,1,0,1,0,0,1,1,0,2.19722457733622,0,0,2.86309478337994,0,1,0,0,0,0,0.022018557818508,0.0206568708401047,0.0327480521024942,0.00717192358220346,0.00700086598338525,0.004,0.00605759652186291,2018-07-06
"Latvia","LAT","LVA",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,14.5213138114941,4.80000835229855,-0.947356551145647,0,0,1,0,0,0,0,1,0,0,3.09104245335832,0,0,1,0,0,0,0,0,1.94591014905531,0,1,2.23606797749979,0,0,0,0,0,0,0.0053357788765305,0.00195031837253902,0.0137753375803513,0.000394050468351578,0.00233156233496002,0,0.000908537601103865,2018-07-06
"Lebanon","LEB","LBN",2014,0,0,4.27666611901606,1,0,0,0,1,0,0,15.3027555253694,4.35567228819591,-0.327197730323646,0,0,1,0,0,0,1,0,0,0,2.07944154167984,0,0,0,1,0,0,0,0,2.94443897916644,0,0,1.18320955353687,2.39789527279837,0,1,1,0,0,0.0117384821981256,0.00502742332106879,0.123518925415747,0.00145079988580855,0.0277234489535435,0.001,0.0100580829464507,2018-07-06
"Lesotho","LES","LSO",2014,0,0,3.89182029811063,1,1,0,0,0,0,0,14.5341037257932,5.04049352645263,0.922202633694229,0,0,1,0,0,0,0,1,0,0,2.39789527279837,0,1,0,0,0,0,0,1,1.79175946922805,0,1,1.99094997299414,0,0,0,0,0,0,0.0739147983224173,0.00535361157468875,0.040186755364195,0.00482945804057422,0.00406515026170332,0,0.00296486943409251,2018-07-06
"Liberia","LBR","LBR",2014,0,0,5.12396397940326,1,1,0,0,0,0,0,15.2483151051253,4.80303910073167,1.23012203134311,0,0,1,0,0,0,0,1,0,0,1.94591014905531,0,0,0,1,0,1,0,0,2.39789527279837,0,0,3.19978781023758,0,0,0,0,0,1.09861228866811,0.040247072150334,0.0098725067127,0.049174227947635,0.00556966567145483,0.00831169097894173,0,0.00462711888346552,2018-07-06
"Libya","LIB","LBY",2014,0,0,4.15888308335967,1,0,0,0,1,0,0,15.6327140647093,4.55229638389497,-0.516330946952829,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.63905732961526,0,1,1.44913767461894,0,0,0,0,0,2.19722457733622,0.0146007488362265,0.0123737500203478,0.0290183597538507,0.00358858577733843,0.00348519736925762,0.029,0.0120245943821987,2018-07-06
"Lithuania","LIT","LTU",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,14.9092808095351,5.05312272592503,-1.23503862531668,0,0,1,0,0,0,0,0,1,0,3.09104245335832,0,0,1,0,0,0,0,0,1.94591014905531,0,1,1.92353840616713,0,0,0,0,0,0,0.00432585734670656,0.00188158889964375,0.00357509104031219,0.00033510177656752,0.000770752201696483,0,0.000368617992754667,2018-07-06
"Macedonia","MAC","MKD",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,14.5600991469423,4.85740053564831,-0.937694639936347,0,0,1,0,0,0,0,1,0,0,2.39789527279837,0,0,1,0,0,0,0,0,1.94591014905531,0,1,-0.516410312206084,0,0,0,0,0,0,0.00718076827801724,0.00198611766953081,0.0138774811686607,0.000481988515996753,0.0022474324890444,0,0.000909807001680385,2018-07-06
"Madagascar","MAG","MDG",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.9198242843841,4.14587629513905,0.802476281754527,0,1,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,1,0,0,1,1.76068168616589,0,0,1,1,0,1.09861228866811,0.17114719633329,0.0159929257092969,0.0437912094205595,0.0205238185832163,0.0139492258363278,0.006,0.0134910148065147,2018-07-06
"Malawi","MAW","MWI",2014,0,0,3.93182563272433,1,1,0,0,0,0,0,16.5822373199378,4.23530460708644,1.31334408953372,0,0,1,0,0,0,1,0,0,0,2.94443897916644,0,0,0,1,0,1,0,0,1.79175946922805,0,1,1.37324415437797,0,0,0,0,0,0,0.0338801536947482,0.0129986536696586,0.130946853160652,0.00632353862415029,0.0278502692877594,0,0.0113912693039699,2018-07-06
"Malaysia","MAL","MYS",2014,0,0,4.06044301054642,1,0,1,0,0,0,0,17.1910456962627,5.09015277744095,-0.377392274905934,0,0,1,0,0,0,1,0,0,0,1.6094379124341,0,0,1,0,0,0,0,0,2.19722457733622,0,0,2.37483300738954,0,0,1,1,0,0,0.0136949181813584,0.00702347650886951,0.0611700755491087,0.00212598762006543,0.0102038303539351,0,0.00410993932466684,2018-07-06
"Mali","MLI","MLI",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.5137509330087,4.12338636912174,1.63214289812417,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.6094379124341,0.693147180559945,1,-1.08994211477818,0,0,0,0,0,1.6094379124341,0.247162710766631,0.0404601111397651,0.0778816278480487,0.0551693698146471,0.0100552138818307,0.03,0.0317415278988259,2018-07-06
"Mauritania","MAA","MRT",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,15.1494955823846,5.02568051618761,1.01999340362788,0,1,0,0,0,1,0,0,0,0,1.38629436111989,1,0,0,1,0,0,0,0,1.6094379124341,0,0,2.75106570018741,3.73766961828337,0,1,0,1,1.38629436111989,0.0606955213194693,0.0175072775234479,0.111253836756406,0.0116919221745244,0.0135086653148343,0.004,0.00973352916311957,2018-07-06
"Mauritius","MAS","MUS",2014,0,0,3.85014760171006,1,1,0,0,0,0,0,14.0712808220256,4.799338686046,-0.64044311617652,0,0,1,0,0,0,0,0,1,0,3.80666248977032,0,0,0,1,0,0,0,0,0,0,1,1.79656247250434,0,0,0,0,0,0,0.00848800124945983,0.00103097485581475,0.00432241232605221,0.000305341505315391,0.00105608462899217,0,0.000453808711435852,2018-07-06
"Mexico","MEX","MEX",2014,0,0,5.26785815906333,1,0,0,0,0,0,1,18.6100397877754,4.2098028177944,-0.236765319013543,0,0,1,0,0,0,0,1,0,0,2.77258872223978,0,0,1,0,0,0,0,0,1.09861228866811,1.38629436111989,1,1.94531510655332,0,0,0,0,0,3.04452243772342,0.0134908478661039,0.00929480294476928,0.0111904239345549,0.00267564327996817,0.00208836289370044,0,0.00158800205788954,2018-07-06
"Moldova","MLD","MDA",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,15.0851421619314,4.85095217037841,-0.442617374014182,0,0,1,0,0,0,1,0,0,0,3.09104245335832,0,0,1,0,0,0,0,0,1.94591014905531,0,1,-0.894427190999914,0,0,1,1,0,0,0.00915886358480664,0.00312246490518187,0.0520380119901618,0.000826594340396765,0.0108696347644247,0,0.00389874303494049,2018-07-06
"Mongolia","MON","MNG",2014,0,0,4.64439089914137,1,0,1,0,0,0,0,14.8438734717899,4.8504507561542,0.527162043050962,0,0,1,0,0,0,0,0,1,0,3.04452243772342,0,1,0,0,0,0,0,0,2.19722457733622,0,1,3.50476334347951,0,0,0,0,0,0,0.0152355157495771,0.00543921092335327,0.0156255128207563,0.00182653974158444,0.00244954598342641,0.001,0.00175869524167028,2018-07-06
"Montenegro","MNE","MNE",2014,0,0,2.19722457733622,1,0,0,1,0,0,0,13.3392167871923,4.68703428391435,-0.822050642594343,0,0,1,0,0,0,0,1,0,0,1.94591014905531,0,0,0,1,0,0,0,0,1.94591014905531,0,1,-0.738325783120198,0,0,0,0,0,0,0.00881007668336124,0.00142111434393958,0.0151595232391824,0.000411344703770142,0.0027025665694749,0,0.00103797042441501,2018-07-06
"Morocco","MOR","MAR",2014,0,0,4.07753744390572,1,0,0,0,1,0,0,17.2974009896277,4.46119195335304,0.220410407677614,0,1,0,0,1,0,0,0,0,0,3.87120101090789,1,0,1,0,0,0,0,0,2.63905732961526,0,0,2.05015656690067,0,0,0,0,0,0,0.0161929115558518,0.0315449945918992,0.021300271309737,0.00849011254973988,0.00405303061113184,0.011,0.00784771438695724,2018-07-06
"Mozambique","MZM","MOZ",2014,0,0,3.68887945411394,1,1,0,0,0,0,0,17.0424892656297,4.61568942296647,1.28549857454912,0,1,0,0,0,0,0,1,0,0,2.94443897916644,0,0,0,1,0,1,0,0,1.79175946922805,0,0,2.72029410174701,0,0,0,0,0,0,0.0508778803339471,0.0394418441224464,0.0525740268515222,0.0207922591101323,0.0114838449901706,0.001,0.011092034700101,2018-07-06
"Myanmar","MYA","MMR",2014,0,0,4.20469261939097,1,0,1,0,0,0,0,17.7819709708722,-1.17505192847049,0.809412725409341,0,1,0,0,1,0,0,0,0,0,0.693147180559945,1,0,1,0,0,0,0,0,3.04452243772342,1.6094379124341,0,3.69349510210247,3.15700042115011,0,1,1,0,3.2188758248682,0.0515170988342877,0.0652451839000898,0.0571430515336958,0.0318793828833066,0.386758919737795,0.047,0.155212767540367,2018-07-06
"Namibia","NAM","NAM",2014,0,0,3.2188758248682,1,1,0,0,0,0,0,14.6306067511025,4.55438825172417,0.763770095270964,0,0,1,0,0,0,0,1,0,0,3.13549421592915,0,0,0,1,0,0,0,0,1.79175946922805,0,1,2.2397329868222,0,0,0,0,0,0,0.0204944391259539,0.0050520810760594,0.0357073272101862,0.00206399711159572,0.00533918244222117,0,0.00246772651793896,2018-07-06
"Nepal","NEP","NPL",2014,0,0,5.50938833662798,1,0,0,0,0,1,0,17.1287643828376,3.7707399197217,0.707861915376273,0,0,1,0,0,0,1,0,0,0,1.94591014905531,0,0,0,1,0,1,0,0,3.04452243772342,0,1,2.20283370689895,0,0,0,0,0,2.83321334405622,0.020385540776837,0.0168549571894466,0.0916148017983397,0.00574998997878258,0.0212610369707691,0.001,0.00933700898318388,2018-07-06
"Netherlands","NTH","NLD",2014,0,0,6.10255859461357,1,0,0,1,0,0,0,16.6349652729138,5.12190518758621,-1.73994866037422,0,0,1,0,0,0,0,0,1,0,4.21950770517611,0,1,0,0,0,0,0,0,1.94591014905531,0,1,-1.11675760695369,0,0,0,0,0,0,0.00259182263095425,0.00248819169920589,0.00241978076611495,0.000308882388827708,0.000561201013235686,0,0.000290027800687798,2018-07-06
"New Zealand","NEW","NZL",2014,0,0,4.68213122712422,1,0,1,0,0,0,0,15.3046096715598,4.0779102142472,-1.50454809603779,0,0,1,0,0,0,0,0,1,0,4.91265488573605,0,0,1,0,0,0,0,0,0,0,1,1.72405444247032,0,0,0,0,0,0,0.00336275274483661,0.000946443327629394,0.00361635790144494,0.000158945297302254,0.00158172698887235,0,0.000580224095391535,2018-07-06
"Nicaragua","NIC","NIC",2014,0,0,5.17614973257383,1,0,0,0,0,0,1,15.6058912437738,4.66120862899722,0.0283015870348742,0,0,1,0,0,0,0,1,0,0,3.13549421592915,0,0,1,0,0,1,0,0,2.07944154167984,0,1,2.28134875687449,0,0,0,0,0,0,0.0109791984350285,0.00505691822482241,0.0131197832672432,0.00139836511520278,0.00432472821931946,0,0.00190769777817408,2018-07-06
"Niger","NIR","NER",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.657919259543,4.22614321098638,1.44033681426765,0,0,1,0,0,0,0,1,0,0,0.693147180559945,0,0,0,1,0,0,0,1,1.6094379124341,0,1,3.29052432601064,0,0,0,0,0,1.38629436111989,0.147715527034239,0.0134511178648458,0.0593452528014274,0.0162093965787178,0.00799056548744432,0.002,0.00873332068872072,2018-07-06
"Nigeria","NIG","NGA",2014,1,1,4.00733318523247,1,1,0,0,0,0,0,18.9444252148966,4.35985214232471,1.25256126758368,0,1,0,0,0,0,0,1,0,0,2.63905732961526,0,0,0,1,0,1,1,0,2.19722457733622,1.09861228866811,0,2.55565426525479,1.62924053973028,0,0,0,0,2.70805020110221,0.0547492283732253,0.0863166581358133,0.0731805378864043,0.0416596759078199,0.0121660655399106,0.524,0.192608580482577,2018-07-06
"North Korea","PRK","PRK",2014,0,1,4.20469261939097,1,0,1,0,0,0,0,17.0248687535505,3.11351530921037,0.209784122203348,1,0,0,0,1,0,0,0,0,0,4.17438726989564,1,1,0,0,0,1,1,0,2.19722457733622,0,0,0.894427190999916,0,1,0,0,0,0,0.0116024833906829,0.0203198537634147,0.0180148121657365,0.00474628232205342,0.0121705391972144,0.021,0.0126389405064226,2018-07-06
"Norway","NOR","NOR",2014,0,0,4.70048036579242,1,0,0,1,0,0,0,15.4287151674795,4.22209738411198,-1.80359392901792,0,0,1,0,0,0,0,0,1,0,4.21950770517611,0,1,0,0,0,0,0,0,1.94591014905531,0,1,1.75820865123832,0,0,0,0,0,0,0.00215271770672216,0.00161626241777363,0.00230354052758937,0.000190079621379197,0.00104596750010432,0,0.000412015707161171,2018-07-06
"Oman","OMA","OMN",2014,0,0,5.89989735358249,1,0,0,0,1,0,0,15.0136667787188,4.54846338182953,-0.351645595199282,1,0,0,0,1,0,0,0,0,0,4.02535169073515,1,0,1,0,0,0,0,0,2.94443897916644,0,0,0.539683350895506,0,0,0,0,0,0,0.00684984897549415,0.00995498128955398,0.0135879258541253,0.00185771881698745,0.00279874921734812,0,0.00155215601144519,2018-07-06
"Pakistan","PAK","PAK",2014,0,0,4.21950770517611,1,0,0,0,0,1,0,19.0037904388611,3.48409622016468,1.05893343148955,0,0,1,0,0,0,1,0,0,0,1.6094379124341,0,0,1,0,0,1,0,0,2.70805020110221,1.94591014905531,0,2.00397297153086,1.94591014905531,0,1,1,0,3.40119738166216,0.0452323683378951,0.0388383851393717,0.177570903108538,0.0190956995496023,0.0713363822031706,0.004,0.0314773605842576,2018-07-06
"Panama","PAN","PAN",2014,0,0,4.71849887129509,1,0,0,0,0,0,1,15.1511117077686,5.08775897439005,-0.629785823257933,0,0,1,0,0,0,0,0,1,0,3.17805383034795,0,0,1,0,0,0,0,0,0,0,1,3.26665329276573,0,0,0,0,0,0,0.0092309458230529,0.00147810424351135,0.00280805262753181,0.000438031360953158,0.000637043173783065,0,0.000358358178245408,2018-07-06
"Papua New Guinea","PNG","PNG",2014,0,0,3.68887945411394,1,0,1,0,0,0,0,15.784999110259,4.87583003085641,0.682502490840446,0,1,0,0,0,0,0,1,0,0,3.63758615972639,0,0,0,1,0,1,0,1,2.19722457733622,0,0,2.82842712474617,0,0,0,0,0,0,0.0684330186934733,0.021677409856666,0.0528234067117529,0.0150823397679966,0.00954721029257918,0.009,0.0112098500201919,2018-07-06
"Paraguay","PAR","PRY",2014,0,0,5.31811999384422,1,0,0,0,0,0,1,15.7157298849237,4.53827430941281,0.0455355737309306,0,0,1,0,0,0,0,1,0,0,3.04452243772342,0,1,0,0,0,0,0,0,1.6094379124341,0,1,-1.10140904775681,0,0,0,0,0,0,0.0145424228731761,0.00451124506692885,0.0135765452733842,0.00151198365519246,0.00279316278254375,0,0.00143504881257873,2018-07-06
"Peru","PER","PER",2014,0,0,4.91265488573605,1,0,0,0,0,0,1,17.2163011902484,3.90149412100057,0.0116960398794703,0,0,1,0,0,0,0,1,0,0,2.484906649788,0,0,0,1,0,1,0,0,1.6094379124341,0,1,2.51597191083653,0,0,0,0,0,0,0.0136001044973633,0.00722439565463066,0.0132296230010885,0.00216840764771344,0.00754866339951365,0.002,0.00390569034907569,2018-07-06
"Philippines","PHI","PHL",2014,0,1,4.76217393479776,1,0,1,0,0,0,0,18.3871939062709,4.17115613035742,-0.125163143154006,0,0,1,0,0,0,0,1,0,0,3.25809653802148,0,1,0,0,0,1,1,0,1.79175946922805,1.38629436111989,1,2.61046752666678,0,0,1,1,0,3.04452243772342,0.0111917165251378,0.0116361142094642,0.0294735853230653,0.00288446778571347,0.0140503775587005,0.001,0.00597828178147132,2018-07-06
"Poland","POL","POL",2014,0,0,4.57471097850338,1,0,0,1,0,0,0,17.467278235554,4.52178545094287,-1.19693877786326,0,0,1,0,0,0,0,0,1,0,3.09104245335832,0,1,0,0,0,1,0,0,1.94591014905531,0,1,1.34842580636197,0,0,0,0,0,0,0.00457897469764435,0.00444291936553573,0.00368187989478285,0.000724365787109304,0.0020102528671416,0,0.000911539551416969,2018-07-06
"Portugal","POR","PRT",2014,0,0,6.77078942390898,1,0,0,1,0,0,0,16.1694257296693,4.35658903683468,-1.53030059296233,0,0,1,0,0,0,0,0,1,0,3.61091791264422,0,1,0,0,0,0,0,0,1.94591014905531,0,1,-1.79585880024325,0,0,0,0,0,0,0.0036298339021311,0.00240558594013854,0.00284566451817944,0.000370518145365083,0.00109576583591162,0,0.000488761327092235,2018-07-06
"Qatar","QAT","QAT",2014,0,0,3.78418963391826,1,0,0,0,1,0,0,14.533601051394,4.56960618632197,-1.13796477594322,1,0,0,0,1,0,0,0,0,0,3.73766961828337,1,0,0,0,1,0,0,0,2.94443897916644,0,0,2.49868375747711,0,0,0,0,0,0,0.00361374991787556,0.00546520834645143,0.00743163237477587,0.000745722085724522,0.00182481443233569,0,0.000856845506020071,2018-07-06
"Romania","RUM","ROU",2014,0,0,4.92725368515721,1,0,0,1,0,0,0,16.8754799791224,4.32499113705953,-0.683313337679357,0,0,1,0,0,0,0,1,0,0,2.83321334405622,0,0,1,0,0,1,0,0,1.94591014905531,0,1,1.7617115125831,0,0,1,1,0,0,0.00711395661420843,0.00489475460936017,0.016852114899445,0.00103669267010139,0.0127781018590863,0,0.00460493150972922,2018-07-06
"Russia","RUS","RUS",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,18.7820755318828,3.9431187078455,-1.06711362160874,0,1,0,0,0,0,0,1,0,0,2.56494935746154,0,0,1,0,0,1,0,0,1.79175946922805,0.693147180559945,1,1.85530954262327,0.470003629245736,0,0,0,0,2.83321334405622,0.00822296992082735,0.01981418915425,0.014168807372957,0.00374793139413413,0.00530680899356591,0,0.00301824679590001,2018-07-06
"Rwanda","RWA","RWA",2014,0,0,3.97029191355212,1,1,0,0,0,0,0,16.2541813660219,3.84525490059908,1.07896964863329,0,1,0,0,1,0,0,0,0,0,2.94443897916644,1,1,0,0,0,1,0,0,2.94443897916644,0,0,2.82508395957128,0,0,1,0,1,0,0.0351142978430601,0.0401166555418832,0.0208508834066773,0.0167933605242504,0.0209940026066135,0.003,0.013595787710288,2018-07-06
"Saudi Arabia","SAU","SAU",2014,0,0,4.4188406077966,1,0,0,0,1,0,0,17.157943118558,4.45944173352289,-0.308445161243469,1,0,0,0,1,0,0,0,0,0,4.46590811865458,1,0,1,0,0,0,0,0,2.94443897916644,0,0,2.26404580221128,2.77258872223978,1,1,1,0,0,0.00590109453105685,0.0204142681987357,0.0272141745534186,0.00312556073248451,0.00687283751898548,0,0.00333279941715666,2018-07-06
"Senegal","SEN","SEN",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.4348039323927,4.19893078435973,0.953881157599998,0,0,1,0,0,0,0,1,0,0,2.56494935746154,0,0,0,1,0,0,0,0,2.39789527279837,0,1,1.8581987467643,0,0,0,0,0,0,0.02452717365645,0.0124283682213235,0.0400735814733878,0.00497754055230836,0.00747370892139319,0,0.00415041649123385,2018-07-06
"Serbia","SRB","SRB",2014,0,0,2.19722457733622,1,0,0,1,0,0,0,15.7929037316532,4.52601267543311,-1.20005890363761,0,0,1,0,0,0,0,1,0,0,1.94591014905531,0,0,0,1,0,0,0,0,1.94591014905531,0,1,-1.30384048104055,0,0,1,1,0,0,0.00674145726640391,0.00256384213447211,0.0113521356478779,0.000576459540527389,0.00488675266149543,0,0.00182107073400761,2018-07-06
